S.N.|Candidate|Party|EVM Votes|Postal Votes|Total Votes|% of Votes|UT_OR_STATE|CONSTITUENCY
7.0|VINOD PANJABRAO NANDAGAVALI|Independent|6291|7|6298|0.51|Maharashtra|Yavatmal- Washim
8.0|SANDIP SAMPAT SHINDE|Independent|5511|3|5514|0.45|Maharashtra|Yavatmal- Washim
9.0|DHARAM DILIPSING THAKUR|Sanman Rajkiya Paksha|4539|16|4555|0.37|Maharashtra|Yavatmal- Washim
10.0|AMOL KOMAWAR|Hindrashtra Sangh|3364|13|3377|0.28|Maharashtra|Yavatmal- Washim
11.0|UTTAM ONKAR INGOLE|Peoples Party of India (Democratic)|2958|17|2975|0.24|Maharashtra|Yavatmal- Washim
12.0|MANOJ MAHADEORAO GEDAM|Independent|2783|11|2794|0.23|Maharashtra|Yavatmal- Washim
13.0|NUR ALI MAHEBUB ALI SHAH|Independent|1951|7|1958|0.16|Maharashtra|Yavatmal- Washim
14.0|DR ARJUNKUMAR SITARAM RATHOD|Independent|1857|6|1863|0.15|Maharashtra|Yavatmal- Washim
15.0|PRO KISAN RAMRAO AMBURE|Independent|1705|15|1720|0.14|Maharashtra|Yavatmal- Washim
16.0|DIKSHANT NAMDEVRAO SAWAIKAR|Independent|1095|8|1103|0.09|Maharashtra|Yavatmal- Washim
17.0|GOKUL PREMDAS CHAVHAN|Independent|1091|3|1094|0.09|Maharashtra|Yavatmal- Washim
18.0|NOTA|None of the Above|9316|75|9391|0.77|Maharashtra|Yavatmal- Washim
|Total||1220250|5280|1225530||Maharashtra|Yavatmal- Washim
1.0|DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU|Indian National Congress|716635|1775|718410|57.88|Maharashtra|Chandrapur
2.0|MUNGANTIWAR SUDHIR SACCHIDANAND|Bharatiya Janata Party|456943|1061|458004|36.9|Maharashtra|Chandrapur
3.0|BELE RAJESH WARLUJI|Vanchit Bahujan Aaghadi|21934|46|21980|1.77|Maharashtra|Chandrapur
4.0|RAJENDRA HARISHCHANDRA RAMTEKE|Bahujan Samaj Party|9145|43|9188|0.74|Maharashtra|Chandrapur
5.0|SANJAY NILKANTH GAWANDE|Independent|5087|1|5088|0.41|Maharashtra|Chandrapur
6.0|DIWAKAR HARIJI URADE|Independent|3221|3|3224|0.26|Maharashtra|Chandrapur
7.0|NAMDEO MANIKRAO SHEDMAKE|Gondvana Gantantra Party|2238|18|2256|0.18|Maharashtra|Chandrapur
8.0|SEWAKDAS KAWDUJI BARKE|Peoples Party of India (Democratic)|1997|1|1998|0.16|Maharashtra|Chandrapur
9.0|AWACHIT SHAMRAO SAYAM|Janseva Gondwana Party|1886|20|1906|0.15|Maharashtra|Chandrapur
10.0|MILIND PRALHAD DAHIWALE|Independent|1759|2|1761|0.14|Maharashtra|Chandrapur
11.0|ASHOK RANAJI RATHOD|Jay Vidarbha Party|1660|10|1670|0.13|Maharashtra|Chandrapur
12.0|VIKAS UTTAMRAO LASANTE|Sanman Rajkiya Paksha|1518|2|1520|0.12|Maharashtra|Chandrapur
13.0|VIDYASAGAR KALIDAS KASARLAWAR|Bhim Sena|1426|-|1426|0.11|Maharashtra|Chandrapur
14.0|VANITA JITENDRA RAUT|Akhil Bharatiya Manavata Paksha|1054|3|1057|0.09|Maharashtra|Chandrapur
15.0|PURNIMA DILIP GHONMODE|Bahujan Republican Socialist Party|967|6|973|0.08|Maharashtra|Chandrapur
16.0|NOTA|None of the Above|10821|22|10843|0.87|Maharashtra|Chandrapur
|Total||1238291|3013|1241304||Maharashtra|Chandrapur
1.0|DR. KIRSAN NAMDEO|Indian National Congress|614610|3182|617792|52.97|Maharashtra|Gadchiroli Chimur
2.0|ASHOK MAHADEORAO NETE|Bharatiya Janata Party|474376|1720|476096|40.82|Maharashtra|Gadchiroli Chimur
3.0|GONNADE YOGESH NAMDEORAO|Bahujan Samaj Party|18930|125|19055|1.63|Maharashtra|Gadchiroli Chimur
4.0|HITESH PANDURANG MADAVI|Vanchit Bahujan Aaghadi|15824|98|15922|1.37|Maharashtra|Gadchiroli Chimur
5.0|VINOD GURUDAS MADAVI|Independent|6107|19|6126|0.53|Maharashtra|Gadchiroli Chimur
6.0|KODAPE VILAS SHAMARAO|Independent|4396|6|4402|0.38|Maharashtra|Gadchiroli Chimur
7.0|SUHAS UMESH KUMRE|Bhim Sena|2851|21|2872|0.25|Maharashtra|Gadchiroli Chimur
8.0|KARAN SURESH SAYAM|Independent|2772|17|2789|0.24|Maharashtra|Gadchiroli Chimur
9.0|BARIKRAO DHARMAJI MADAVI|Bahujan Republican Socialist Party|2527|28|2555|0.22|Maharashtra|Gadchiroli Chimur
10.0|DHIRAJ PURUSHOTTAM SHEDMAKE|Janseva Gondwana Party|2141|33|2174|0.19|Maharashtra|Gadchiroli Chimur
11.0|NOTA|None of the Above|16507|70|16577|1.42|Maharashtra|Gadchiroli Chimur
|Total||1161041|5319|1166360||Maharashtra|Gadchiroli Chimur
1.0|DR. PRASHANT YADAORAO PADOLE|Indian National Congress|581678|5735|587413|47.56|Maharashtra|Bhandara Gondiya
2.0|SUNIL BABURAO MENDHE|Bharatiya Janata Party|546222|3811|550033|44.53|Maharashtra|Bhandara Gondiya
3.0|KUMBHALKAR SANJAY BHAIYY|Bahujan Samaj Party|25104|358|25462|2.06|Maharashtra|Bhandara Gondiya
4.0|SANJAY GAJANAN KEWAT|Vanchit Bahujan Aaghadi|24528|330|24858|2.01|Maharashtra|Bhandara Gondiya
5.0|SEWAKBHAU NIRDHAN WAGHAYE|Independent|12899|204|13103|1.06|Maharashtra|Bhandara Gondiya
6.0|AJAYKUMAR BHARTIYA|Akhil Bhartiya Parivar Party|3998|59|4057|0.33|Maharashtra|Bhandara Gondiya
7.0|SUMIT VIJAY PANDE|Independent|3719|-|3719|0.3|Maharashtra|Bhandara Gondiya
8.0|VIRENDRAKUMAR KASTURCHAND JAISWAL|Independent|2382|7|2389|0.19|Maharashtra|Bhandara Gondiya
9.0|DEVILAL SUKHRAM NEPALE|Peoples Party of India (Democratic)|2000|9|2009|0.16|Maharashtra|Bhandara Gondiya
10.0|DR. AKASH MADHUKAR JIBHAKATE|Independent|1972|9|1981|0.16|Maharashtra|Bhandara Gondiya
11.0|VILAS BABURAO LENDE|Lok Swarajya Party|1624|25|1649|0.13|Maharashtra|Bhandara Gondiya
12.0|VILAS JIYALAL RAUT|Independent|1611|5|1616|0.13|Maharashtra|Bhandara Gondiya
13.0|BENIRAM RAMCHAND FULBANDHE|Independent|1482|15|1497|0.12|Maharashtra|Bhandara Gondiya
14.0|PRADEEP DHOBALE|Independent|1163|33|1196|0.1|Maharashtra|Bhandara Gondiya
15.0|SURYAKIRAN ISHWAR NANDAGAWALI|Independent|1132|30|1162|0.09|Maharashtra|Bhandara Gondiya
16.0|ITWALE SHARAD MARTAND|Independent|1020|8|1028|0.08|Maharashtra|Bhandara Gondiya
17.0|TULSIRAM URKUDA GEDAM|Independent|831|11|842|0.07|Maharashtra|Bhandara Gondiya
18.0|CHAITRAM DASHARATH KOKASE|Independent|780|11|791|0.06|Maharashtra|Bhandara Gondiya
19.0|NOTA|None of the Above|10106|162|10268|0.83|Maharashtra|Bhandara Gondiya
|Total||1224251|10822|1235073||Maharashtra|Bhandara Gondiya
1.0|NITIN JAIRAM GADKARI|Bharatiya Janata Party|652809|2218|655027|54.08|Maharashtra|Nagpur
2.0|VIKAS THAKRE|Indian National Congress|515941|1483|517424|42.72|Maharashtra|Nagpur
3.0|YOGIRAJ ALIAS YOGESH PATIRAM LANJEWAR|Bahujan Samaj Party|19164|78|19242|1.59|Maharashtra|Nagpur
4.0|KIVINSUKA VIRENDRA SURYAVANSHI|Desh Janhit Party|2055|4|2059|0.17|Maharashtra|Nagpur
5.0|ADARSH RAVISHANKAR THAKUR|Independent|1749|1|1750|0.14|Maharashtra|Nagpur
6.0|ADV ULHAS SHALIKRAM DUPARE|Independent|1346|2|1348|0.11|Maharashtra|Nagpur
7.0|FAHIM SHAMIM KHAN|Minorities Democratic Party|1072|1|1073|0.09|Maharashtra|Nagpur
8.0|SURAJ BALRAM MISHRA|Kunbi Bahujan Sawrajya Party|814|3|817|0.07|Maharashtra|Nagpur
9.0|TEKRAJ BELKHODE|Independent|803|5|808|0.07|Maharashtra|Nagpur
10.0|GARUDADRI ANAND KUMAR|Akhil Bhartiya Parivar Party|719|1|720|0.06|Maharashtra|Nagpur
11.0|DHANU WALTHARE|Independent|690|2|692|0.06|Maharashtra|Nagpur
12.0|VIJAY MANKAR|Ambedkarite Party of India|606|4|610|0.05|Maharashtra|Nagpur
13.0|ADV. SANTOSH RAMKRISHNA LANJEWAR|All India Forward Bloc|565|2|567|0.05|Maharashtra|Nagpur
14.0|VISHESH VASANTA FUTANE|Bahujan Republican Socialist Party|559|3|562|0.05|Maharashtra|Nagpur
15.0|GUNWANT HARICHANDRA SOMKUWAR|Bharatheeya Jawan Kisan Party|465|6|471|0.04|Maharashtra|Nagpur
16.0|SHRIDHAR NARAYAN SALVE|Bhim Sena|447|4|451|0.04|Maharashtra|Nagpur
17.0|SUNIL WANKHEDE|Rashtra Samarpan Party|320|2|322|0.03|Maharashtra|Nagpur
18.0|DIPAK LAXMANRAO MASKE|Bahujan Maha Party|267|3|270|0.02|Maharashtra|Nagpur
19.0|NARAYAN TUKARAM CHOUDHARI|Socialist Unity Centre Of India (COMMUNIST)|251|-|251|0.02|Maharashtra|Nagpur
20.0|SANTOSH TULSHIRAM CHAVHAN|Independent|242|-|242|0.02|Maharashtra|Nagpur
21.0|SUSHIL PATIL|Independent|236|1|237|0.02|Maharashtra|Nagpur
22.0|SACHIN RAMKRUSHNARAO WAGHADE|Independent|202|-|202|0.02|Maharashtra|Nagpur
23.0|PRAFUL MANIKCHAND BHANGE|Independent|201|-|201|0.02|Maharashtra|Nagpur
24.0|VINAYAK BHAURAO AWCHAT|Independent|190|-|190|0.02|Maharashtra|Nagpur
25.0|BABITA RAJU AWASTHI|Independent|179|3|182|0.02|Maharashtra|Nagpur
26.0|SAHIL BALCHAND TURKAR|Independent|129|-|129|0.01|Maharashtra|Nagpur
27.0|NOTA|None of the Above|5434|40|5474|0.45|Maharashtra|Nagpur
|Total||1207455|3866|1211321||Maharashtra|Nagpur
1.0|Shyamkumar (Babalu) Daulat Barve|Indian National Congress|611894|1131|613025|48.94|Maharashtra|Ramtek
2.0|RAJU DEONATH PARVE|Shiv Sena|535234|1023|536257|42.81|Maharashtra|Ramtek
3.0|SANDIP SAHADEO MESHRAM|Bahujan Samaj Party|26003|95|26098|2.08|Maharashtra|Ramtek
4.0|KISHORE UTTAMRAO GAJBHIYE|Independent|24324|59|24383|1.95|Maharashtra|Ramtek
5.0|AJAY BAKARAM CHAVAN|Independent|6021|5|6026|0.48|Maharashtra|Ramtek
6.0|SANVIDHAN G LOKHANDE|Baliraja Party|5810|4|5814|0.46|Maharashtra|Ramtek
7.0|ROSHANI ATUL GAJBHIYE|Gondvana Gantantra Party|5108|29|5137|0.41|Maharashtra|Ramtek
8.0|GOWARDHAN DEORAO KUMBHARE|Viro Ke Vir Indian Party|3750|16|3766|0.3|Maharashtra|Ramtek
9.0|ARVIND SHIVAJI TANDEKAR|Independent|3208|7|3215|0.26|Maharashtra|Ramtek
10.0|SANJAY VASANTRAO BORKAR|Maharashtra Vikas Aghadi|1983|9|1992|0.16|Maharashtra|Ramtek
11.0|SHANKAR CHINTAMAN CHAHANDE|Vanchit Bahujan Aaghadi|1858|26|1884|0.15|Maharashtra|Ramtek
12.0|ADV BHIMRAO SHENDE|Bahujan Republican Socialist Party|1811|7|1818|0.15|Maharashtra|Ramtek
13.0|GAIKWAD MANJUSHA SACHIN|Akhil Bhartiya Parivar Party|1760|13|1773|0.14|Maharashtra|Ramtek
14.0|ASHISH BHAURAO SARODE|Bhim Sena|1600|20|1620|0.13|Maharashtra|Ramtek
15.0|PRAMOD SHRIPAT KHOBRAGADE|Ambedkarite Party of India|1337|3|1340|0.11|Maharashtra|Ramtek
16.0|UMESH RAJU KHADSE|Rashtra Samarpan Party|1223|6|1229|0.1|Maharashtra|Ramtek
17.0|SIDDHARTH GADIJI PATIL|Peoples Party of India (Democratic)|975|2|977|0.08|Maharashtra|Ramtek
18.0|PREMKUMAR DASHRATH GAJBHARE|Independent|921|4|925|0.07|Maharashtra|Ramtek
19.0|RIDDHESHWAR ANANDRAO BELEY|Republican Party of India (A)|908|5|913|0.07|Maharashtra|Ramtek
20.0|BHOJRAJ TUKARAM SARODE|Jay Vidarbha Party|881|7|888|0.07|Maharashtra|Ramtek
21.0|VILAS SHRIPAT KHADSE|Independent|857|3|860|0.07|Maharashtra|Ramtek
22.0|SUBHASH LOKHANDE|Independent|849|1|850|0.07|Maharashtra|Ramtek
23.0|KARTIK GENDLALJI DOKE|Independent|844|3|847|0.07|Maharashtra|Ramtek
24.0|ADV ULHAS SHALIKRAM DUPARE|Independent|780|1|781|0.06|Maharashtra|Ramtek
25.0|LAROKAR SURESH PUNDLIK|Independent|693|5|698|0.06|Maharashtra|Ramtek
26.0|SUNIL UTTAMRAO SALVE|Independent|649|2|651|0.05|Maharashtra|Ramtek
27.0|GOWARDHAN NAMDEO SOMDEVE|Independent|509|2|511|0.04|Maharashtra|Ramtek
28.0|VILAS GANESH ZODAPE|Independent|402|5|407|0.03|Maharashtra|Ramtek
29.0|NOTA|None of the Above|7769|58|7827|0.62|Maharashtra|Ramtek
|Total||1249961|2551|1252512||Maharashtra|Ramtek
1.0|AMAR SHARADRAO KALE|Nationalist Congress Party – Sharadchandra Pawar|530761|2345|533106|48.68|Maharashtra|Wardha
2.0|RAMDAS CHANDRABHAN TADAS|Bharatiya Janata Party|449599|1859|451458|41.23|Maharashtra|Wardha
3.0|DR. MOHAN RAMRAOJI RAIKWAR|Bahujan Samaj Party|20653|142|20795|1.9|Maharashtra|Wardha
4.0|PROF. RAJENDRA GULABRAO SALUNKHE|Vanchit Bahujan Aaghadi|15408|84|15492|1.41|Maharashtra|Wardha
5.0|ASIF|Independent|15176|6|15182|1.39|Maharashtra|Wardha
6.0|KISHOR BABA PAVAR|Independent|12917|3|12920|1.18|Maharashtra|Wardha
7.0|SUHAS V. THAKARE|Independent|7639|9|7648|0.7|Maharashtra|Wardha
8.0|AKSHAY MEHARE BHARTIYA|Akhil Bhartiya Parivar Party|5446|21|5467|0.5|Maharashtra|Wardha
9.0|MAROTI GULABRAO UIKE|Gondvana Gantantra Party|4651|21|4672|0.43|Maharashtra|Wardha
10.0|ADV. BHASKAR MAROTRAO NEWARE|Independent|4021|11|4032|0.37|Maharashtra|Wardha
11.0|JAGADISH UDDVRAO WANKHADE|Independent|2338|11|2349|0.21|Maharashtra|Wardha
12.0|POOJA PANKAJ TADAS|Independent|2121|14|2135|0.19|Maharashtra|Wardha
13.0|ANIL K. GHUSHE|Independent|1967|4|1971|0.18|Maharashtra|Wardha
14.0|ASHISH LEKHIRAM IZANKAR|Vidarbha Rajya Aghadi|1819|9|1828|0.17|Maharashtra|Wardha
15.0|VIJAY DNYANESHWARRAO SHRIRAO|Independent|1723|15|1738|0.16|Maharashtra|Wardha
16.0|ARVIND SHAMRAO LILLORE|Independent|1475|1|1476|0.13|Maharashtra|Wardha
17.0|RAMRAO BAJIRAO GHODASKAR|All India Forward Bloc|1418|20|1438|0.13|Maharashtra|Wardha
18.0|KRUSHNA SUBHASHRAO FULKARI|Lok Swarajya Party|1342|1|1343|0.12|Maharashtra|Wardha
19.0|UMESH SOMAJI WAWARE|Maharashtra Vikas Aghadi|1231|15|1246|0.11|Maharashtra|Wardha
20.0|KRUSHNA ANNAJI KALODE|Hindrashtra Sangh|1052|9|1061|0.1|Maharashtra|Wardha
21.0|RAMESH SINHA|Independent|799|-|799|0.07|Maharashtra|Wardha
22.0|DR. MORESHWAR RAMJI NAGRALE|Republican Party of India|792|5|797|0.07|Maharashtra|Wardha
23.0|DIXITA ANAND|Desh Janhit Party|731|5|736|0.07|Maharashtra|Wardha
24.0|RAHUL T. BHOYAR|Independent|685|4|689|0.06|Maharashtra|Wardha
25.0|NOTA|None of the Above|4583|51|4634|0.42|Maharashtra|Wardha
|Total||1090347|4665|1095012||Maharashtra|Wardha
1.0|BALWANT BASWANT WANKHADE|Indian National Congress|524136|2135|526271|44.84|Maharashtra|Amravati
2.0|NAVNEET RAVI RANA|Bharatiya Janata Party|504806|1734|506540|43.16|Maharashtra|Amravati
3.0|DINESH GANESHDAS BUB|Prahar Janshakti Party|84985|315|85300|7.27|Maharashtra|Amravati
4.0|ANANDRAJ YASHWANT AMBEDKAR|Republican Sena|18713|80|18793|1.6|Maharashtra|Amravati
5.0|KISHOR BHIMRAO LABADE|Independent|4522|2|4524|0.39|Maharashtra|Amravati
6.0|SANJAYKUMAR FATTESINGH GADGE|Bahujan Samaj Party|4485|28|4513|0.38|Maharashtra|Amravati
7.0|SUMITRA SAHEBRAO GAIKWAD|Independent|2686|4|2690|0.23|Maharashtra|Amravati
8.0|ARUN YASHWANTRAO BHAGAT|Independent|2086|2|2088|0.18|Maharashtra|Amravati
9.0|KISHOR DNYANESHWAR TAYDE|Independent|2070|2|2072|0.18|Maharashtra|Amravati
10.0|SURAJ DHANRAJ NAGDVANE|Independent|1815|3|1818|0.15|Maharashtra|Amravati
11.0|GAUTAM ALIAS ANANTA RAMDAS INGALE|Independent|1570|-|1570|0.13|Maharashtra|Amravati
12.0|PRAMOD RAMKRUSHNA CHOURPAGAR|Independent|1306|1|1307|0.11|Maharashtra|Amravati
13.0|ANIL THAWARE ALIAS DR. ANILKUMAR NAGBUDDHA|Independent|1206|-|1206|0.1|Maharashtra|Amravati
14.0|SURESH PUNDLIK MESHRAM|Independent|1051|1|1052|0.09|Maharashtra|Amravati
15.0|SATISH YASHWANTRAO GEDAM|Independent|942|1|943|0.08|Maharashtra|Amravati
16.0|MANOHAR KRUSHNAJI KURHADE|Independent|871|-|871|0.07|Maharashtra|Amravati
17.0|DIGAMBAR WAMAN BHAGAT|Naki Bharatiya Ekta Party|760|2|762|0.06|Maharashtra|Amravati
18.0|ENGI. AVINASH HARISHCHANDRA DHANAWATE|Peoples Party of India (Democratic)|725|5|730|0.06|Maharashtra|Amravati
19.0|HIMMAT BHIMRAO DHOLE|Independent|668|2|670|0.06|Maharashtra|Amravati
20.0|SUSHAMA GAJANAN AWACHAR|Jay Vidarbha Party|656|3|659|0.06|Maharashtra|Amravati
21.0|GANESH NANAJI RAMTEKE|Akhil Bhartiya Parivar Party|624|5|629|0.05|Maharashtra|Amravati
22.0|MANKAR DNYANESHWAR KASHIRAO|Independent|538|1|539|0.05|Maharashtra|Amravati
23.0|TARA SURESH WANKHADE|Independent|526|1|527|0.04|Maharashtra|Amravati
24.0|SHRIKRUSHNA SAKHARAMJI KSHIRSAGAR|Independent|508|2|510|0.04|Maharashtra|Amravati
25.0|ADV. RAJU MADHUKARRAO KALANE|Bahujan Bharat Party|495|-|495|0.04|Maharashtra|Amravati
26.0|BHARAT CHAMPATRAO YANGAD|Independent|441|-|441|0.04|Maharashtra|Amravati
27.0|VARSHA BHAGAWANTRAO BHAGAT|Independent|440|3|443|0.04|Maharashtra|Amravati
28.0|NARENDRA BABULAL KATHANE|Desh Janhit Party|422|-|422|0.04|Maharashtra|Amravati
29.0|PRABHAKAR PANDURANG BHATKAR|Independent|365|-|365|0.03|Maharashtra|Amravati
30.0|ADV. PRUTHVISAMRAT MUKINDRAO DIPWANSH|Independent|335|2|337|0.03|Maharashtra|Amravati
31.0|BHAURAO SAMPATRAO WANKHADE|All India Forward Bloc|328|1|329|0.03|Maharashtra|Amravati
32.0|GHAZI SAADUDDIN ZAHEER AHMED|Rashtriya Ulama Council|325|6|331|0.03|Maharashtra|Amravati
33.0|RAVI GUNWANTRAO WANKHADE|Independent|286|2|288|0.02|Maharashtra|Amravati
34.0|SONALI SANJAY MESHRAM|Independent|270|2|272|0.02|Maharashtra|Amravati
35.0|SANDEEP BABULAL MESHRAM|Independent|257|-|257|0.02|Maharashtra|Amravati
36.0|RAJESH TULSHIRAM KHADE|Independent|239|-|239|0.02|Maharashtra|Amravati
37.0|RAJU MAHADEVRAO SONONE|Independent|230|2|232|0.02|Maharashtra|Amravati
38.0|NOTA|None of the Above|2517|27|2544|0.22|Maharashtra|Amravati
|Total||1169205|4374|1173579||Maharashtra|Amravati
1.0|ANUP SANJAY DHOTRE|Bharatiya Janata Party|454972|2058|457030|38.96|Maharashtra|Akola
2.0|ABHAY KASHINATH PATIL|Indian National Congress|414557|1847|416404|35.5|Maharashtra|Akola
3.0|AMBEDKAR PRAKASH YASHWANT|Vanchit Bahujan Aaghadi|275490|1257|276747|23.59|Maharashtra|Akola
4.0|ADV NAJIB SHAIKH|Indian National League|3288|12|3300|0.28|Maharashtra|Akola
5.0|KASHINATH VISHWANATH DHAMODE|Bahujan Samaj Party|2737|23|2760|0.24|Maharashtra|Akola
6.0|MURLIDHAR LALSING PAWAR|Independent|2058|8|2066|0.18|Maharashtra|Akola
7.0|ADHAU RAVIKANT RAMKRUSHNA|Jay Vidarbha Party|1710|24|1734|0.15|Maharashtra|Akola
8.0|AACHARYADIP SUBHASHCHANDRA GANOJE|Independent|1610|8|1618|0.14|Maharashtra|Akola
9.0|UJWALA VINAYAK RAUT|Independent|1298|8|1306|0.11|Maharashtra|Akola
10.0|DHARMENDRA CHANDRAPRAKASH KOTHARI|Independent|1236|4|1240|0.11|Maharashtra|Akola
11.0|DILIP SHATRUGHAN MHAISANE|Independent|860|2|862|0.07|Maharashtra|Akola
12.0|ASHOK KISANRAO THORAT|Independent|573|8|581|0.05|Maharashtra|Akola
13.0|MOHMMAD AJAZ MOHMMAD TAHER|Azad Adhikar Sena|564|4|568|0.05|Maharashtra|Akola
14.0|BABAN MAHADEV SAYAM|Janseva Gondwana Party|535|2|537|0.05|Maharashtra|Akola
15.0|PRITI PRAMOD SADANSHIV|Republican Party of India (Social)|528|8|536|0.05|Maharashtra|Akola
16.0|NOTA|None of the Above|5752|31|5783|0.49|Maharashtra|Akola
|Total||1167768|5304|1173072||Maharashtra|Akola
1.0|JADHAV PRATAPRAO GANPATRAO|Shiv Sena|348289|1578|349867|31.53|Maharashtra|Buldhana
2.0|NARENDRA DAGDU KHEDEKAR|Shiv Sena (Uddhav Balasaheb Thackrey)|319415|973|320388|28.88|Maharashtra|Buldhana
3.0|RAVIKANT CHANDRADAS TUPKAR|Independent|249042|921|249963|22.53|Maharashtra|Buldhana
4.0|VASANTRAO RAJARAM MAGAR|Vanchit Bahujan Aaghadi|98093|348|98441|8.87|Maharashtra|Buldhana
5.0|ASHOK WAMAN HIWALE|Independent|15414|22|15436|1.39|Maharashtra|Buldhana
6.0|SANDEEP RAMRAO SHELKE|Independent|12993|57|13050|1.18|Maharashtra|Buldhana
7.0|GAUTAM KISANRAO MAGHADE|Bahujan Samaj Party|8125|93|8218|0.74|Maharashtra|Buldhana
8.0|ASLAM SHAH HASAN SHAH|Maharashtra Vikas Aghadi|6117|36|6153|0.55|Maharashtra|Buldhana
9.0|NANDU JAGANNATH LAWANGE|Independent|5696|17|5713|0.51|Maharashtra|Buldhana
10.0|MACHHINDRA SHESHRAV MAGHADE|Socialist Party (India)|5247|11|5258|0.47|Maharashtra|Buldhana
11.0|MOHAMMAD HASAN INAMDAR|Minorities Democratic Party|4966|12|4978|0.45|Maharashtra|Buldhana
12.0|GAJANAN JANARDAN DHANDE|Independent|4841|13|4854|0.44|Maharashtra|Buldhana
13.0|DINKAR TUKARAM SAMBARE|Independent|4550|14|4564|0.41|Maharashtra|Buldhana
14.0|BALASAHEB RAMCHANDRA INGLE|Independent|3911|20|3931|0.35|Maharashtra|Buldhana
15.0|PRATAP PANDHARINATH PATIL|Independent|2547|14|2561|0.23|Maharashtra|Buldhana
16.0|SANTOSH BHIMRAO INGLE|Republican Party of India (A)|2524|6|2530|0.23|Maharashtra|Buldhana
17.0|MADHAVRAO SAKHARAM BANSODE|Bahujan Republican Socialist Party|2441|14|2455|0.22|Maharashtra|Buldhana
18.0|VIKAS BHAI NANDAVE|Bhim Sena|2322|9|2331|0.21|Maharashtra|Buldhana
19.0|UDDHAV ONKAR ATOLE|Independent|1946|22|1968|0.18|Maharashtra|Buldhana
20.0|REKHA KAILAS POPHALKAR|Independent|1533|7|1540|0.14|Maharashtra|Buldhana
21.0|PROF SUMANTAI TIRPUDE|Peoples Party of India (Democratic)|1505|6|1511|0.14|Maharashtra|Buldhana
22.0|NOTA|None of the Above|3750|36|3786|0.34|Maharashtra|Buldhana
|Total||1105267|4229|1109496||Maharashtra|Buldhana
1.0|KHADSE RAKSHA NIKHIL|Bharatiya Janata Party|629558|1321|630879|53.84|Maharashtra|Raver
2.0|SHRIRAM DAYARAM PATIL|Nationalist Congress Party – Sharadchandra Pawar|358030|666|358696|30.61|Maharashtra|Raver
3.0|ER. SANJAY PANDIT BRAMHANE|Vanchit Bahujan Aaghadi|59001|119|59120|5.05|Maharashtra|Raver
4.0|EKNATH NAGO SALUNKE|Independent|43957|25|43982|3.75|Maharashtra|Raver
5.0|GULAB DAYARAM BHIL|Bharat Adivasi Party|9622|22|9644|0.82|Maharashtra|Raver
6.0|MAMTA ALIAS MUMTAJ BHIKARI TADVI|Independent|7874|10|7884|0.67|Maharashtra|Raver
7.0|VIJAY RAMKRUSHNA KALE|Bahujan Samaj Party|7551|26|7577|0.65|Maharashtra|Raver
8.0|VASANT SHANKAR KOLTE|Independent|6713|5|6718|0.57|Maharashtra|Raver
9.0|PRAVIN LAXMAN PATIL|Independent|6087|5|6092|0.52|Maharashtra|Raver
10.0|YUVRAJ DEVSING BARELA|Independent|5131|4|5135|0.44|Maharashtra|Raver
11.0|ASHOK BABURAO JADHAV|Peoples Party of India (Democratic)|4686|4|4690|0.4|Maharashtra|Raver
12.0|SHRIRAM SITARAM PATIL|Independent|4264|5|4269|0.36|Maharashtra|Raver
13.0|JITENDRA PANDURANG PATIL|Independent|3582|5|3587|0.31|Maharashtra|Raver
14.0|SANJAY PRALHAD KANDELKAR|Independent|2954|7|2961|0.25|Maharashtra|Raver
15.0|SAGAR PRABHAKAR PATIL|Independent|2932|3|2935|0.25|Maharashtra|Raver
16.0|SANJAYKUMAR LAXMAN WANKHEDE|Republican Party of India (Social)|2277|5|2282|0.19|Maharashtra|Raver
17.0|ANIL PITAMBAR WAGH (SIR)|Independent|2265|13|2278|0.19|Maharashtra|Raver
18.0|PROF. DR. ASHISH SUBHASH JADHAV|Independent|1919|8|1927|0.16|Maharashtra|Raver
19.0|BHIVRAJ RAMDAS RAYSINGE|Independent|1807|2|1809|0.15|Maharashtra|Raver
20.0|KOMALBAI BAPURAO PATIL|Independent|1424|5|1429|0.12|Maharashtra|Raver
21.0|SHAIKH AABID SHAIKH BASHIR|Independent|1035|5|1040|0.09|Maharashtra|Raver
22.0|AMIT HARIBHAU KOLTE|Independent|980|1|981|0.08|Maharashtra|Raver
23.0|DR. YOGENDRA VITTHAL KOLTE|Independent|900|2|902|0.08|Maharashtra|Raver
24.0|SHRIRAM OMKAR PATIL|Independent|743|6|749|0.06|Maharashtra|Raver
25.0|NOTA|None of the Above|4073|27|4100|0.35|Maharashtra|Raver
|Total||1169365|2301|1171666||Maharashtra|Raver
1.0|SMITA UDAY WAGH|Bharatiya Janata Party|672119|2309|674428|57.67|Maharashtra|Jalgaon
2.0|KARAN BALASAHEB PATIL - PAWAR|Shiv Sena (Uddhav Balasaheb Thackrey)|421213|1621|422834|36.15|Maharashtra|Jalgaon
3.0|YUVRAJ JADHAV (SAMBHA AAPPA)|Vanchit Bahujan Aaghadi|21062|115|21177|1.81|Maharashtra|Jalgaon
4.0|EX-HAVILDAR ISHWAR DAYARAM MORE|Sainik Samaj Party|7479|69|7548|0.65|Maharashtra|Jalgaon
